reviewId,content,satisfaction_label
8d0d4b2e-549e-4e43-9052-e16df40897ca,everyth fast ship pay extra charg,0
73633ee0-b10a-499e-820d-cc81b1db237f,love shop amazon,2
c1ac53c1-9625-44b1-b24f-3ce70c2b6177,like thank,2
05109660-b09c-43aa-b787-483ee2b1aeff,longer see review sort recent bleah super help see product declin,2
06b967e1-ab06-4878-aefc-2c70dd5d171c,great,2
3d37d06a-0163-4c4c-b074-3f61033e5439,great latest updatenow open app open display overs sectionkind face realli uncomfort look atworst product review option sort recentnow default sort helpfulwhich ok would read review year back sinc found help among other mani product chang year use,2
1011b54f-a9c1-4453-a389-e86c3a9f8526,amazon keep suggest product alreadi back bought concept row machin recent consid buy cushion instead save later get lot recommend buy row machin includ concept recent bought turntabl recommend turntabl includ one bought ai mayb au artifici unintellig pleas fix realli annoy,2
72d57cf0-a92a-479d-add9-365dfd302670,took away option sort review make imposs filter fakepaid review vs real one better amazon,2
e17294fa-86e5-416f-a245-f130c1d9a55c,abl search someth without unrel cloth item show instead make frustrat difficult look someth,0
b5c4a5bb-f969-47e3-b845-b8c99cc3f226,hack mom card,1
6d82e02f-807a-4cd7-850d-feda87104499,great,2
c0bce5d5-45e4-459c-9b34-31d33eb712ba,cant sort review anymor prefer sort recent review first forc see top review,2
d7464770-25ca-41d4-baf1-83dafcd2f04f,oop someth went wrong,0
e7efa005-0fe9-4866-a19b-5c307c5b5726,would like cancel dont get much prime,2
6406295e-7bec-4608-b7b3-f13edf580c9e,tri subscrib prime without get free month without googl play android somehow connect like squar danc yet amazon custom servic help unconnect googl play lol lol,2
2f5a5915-79fc-4de2-a7a4-86f6bf5bb5aa,everyth anyth fast,1
d08a8509-5b6c-4bca-b138-4c3569566b2c,worth year subscript actual save money deliveri excel long oversea,2
5b0dc451-0224-4b21-8eaa-3405f1b1ff83,nice,2
80d4aec8-2c35-4b63-b7de-d4b0c6c7562c,rearrang layout app alarm rate usual wors time horrend cancel prime roll walmart someon actual approv wors creator one said accept nobodi want shop store get rearrang weekli dei finest,0
d759b6c8-9668-4d25-b4da-6a038042a672,best program ever,2
a660959c-bc55-4792-ab9d-217cd67dcd9a,buy tooooo much make easi spend,1
22716255-2bbb-460f-83a4-f06aede1f4f6,noth ever work like rufu alway auto chang address unit state,2
3d24f8d5-3329-442e-aa6f-4f4d94c60325,bad experi order starter said stock email said order would next day pm next day said delay said would pm follow day wait nothingso contact support said stock said purchas said avail said inconveni give percent morn told card declin plenti money,0
22bb3ab9-7901-4f98-963c-c025a72b4801,neutral,1
b0ea6d37-bd97-4a4a-b57c-6e86029cd5b4,product qualiti servic similar alibaba price wors notif serv ad constantli chang price item cart annoy,0
37572bde-6bc7-4ce8-abd5-bf81ec2798ea,extrem laggi poorli optim ton bug,1
9efc52a1-d47c-477b-bf85-6d8308347982,latest updat broke bluetooth locker pickup,0
5ff0871e-d1c2-4647-adde-c909dd2ee0bc,easi find need,1
8104962b-dbd0-4d02-b58e-f5a89f707b16,excel product custom servic great product choic excel custom servic great return polici actual talk custom servic repres need,2
3551d045-d537-4b31-a3be-b0cb53c2dc1f,game best,2
0a31a91a-0965-4501-8cc6-8b32a8432cd5,awesom,1
c4ee3070-66fc-4d98-aad6-8514d18e7ff0,new version app even open freez main white screen,1
eb54e722-d187-4325-bc47-423aae99684f,guy keep chang three hash mark bottom app use go allow see purchas keep find hell good stop chang damn app make difficult navig,0
c6f73f56-5b41-4aca-9d04-09c68c4b3a25,could would give zero download could inform there sale certain item cart well inform buy there anoth item low price reduc price item follow,2
960f127c-27ac-4b47-8adb-244d3cbea6d1,good need combin myltipl email address password one account e could show onlin autom help wasnt avail frequent buyer onlin custom servic need avail phone go help page,2
1664510e-830e-4de6-a11a-a4a130eb7e39,simpl fast easi deliveri alway time care,2
6c3dfd6b-f999-43df-bc2c-178e2df9731d,dark mode yet white bright screen night realli caus eye discomfort ebay dark mode year yet amazon fail make featur possibl,0
15b672da-b9ad-456e-82e0-0fa852c2380e,dont like longer sort review date,0
9ca7d9ff-9a4f-46b0-9a15-fb4ec1178746,ive fan app mani year current fan checkout method simpl way confirm payment method order submit made sever purchas cancel chang payment method recent seen there option chang payment method review order,2
02a3acf0-798e-42ca-bd93-5b79b0072821,look amazon im pay prime cant get item say dont ask product review,2
83b1649d-3892-4e61-a82f-2b84055c7589,rate app amazon servic gener find standard onlin shop app function updat notif time order expect howev design far bright lot white space render app uncomfort use night low light condit hard understand compani resourc amazon seem incap implement effect dark mode,2
a5c7037d-4504-4263-ab0d-9b4579e0fa7e,app dosent much varieti product thing ridicul price ive order mess numer time packag lost ship take forev use app want person opinion find better app,0
c9fce299-71be-4acf-8c1b-1f0e66691b58,sux wont work phone,0
a9dbbbbf-6be1-479d-aab9-351652be473e,recent updat unabl use app keep get uhoh messag forc stop app clear catch instal app still work,2
db89bef8-cbd1-4a0d-a44e-93baa65672d1,perform someth pay late packag left area short cover porch constantli late,0
41a915ce-bb97-48b8-a2f0-399b1541226e,support dark mode april despit fact peopl use also search often return irrelev result pathet amazon,2
0a8fb03e-9a9f-42d3-9f5b-de79481e792b,cant believ best amazon realli hard find anyth without scroll ton sponsor product arent relev cant search review ai question field doesnt anyth compani larg much money app pretti pathet,0
fa7b9b01-d8a8-4b81-9135-1a26ec9ff378,awesom,1
a8691d8b-b8e3-4891-a850-2de99598f61d,realli worth membership anymor almost everi singl item ive purchas recent arriv day late buy item temu fraction price,2
6d9a1bed-e6a3-4fb1-bebf-2fdc21e93d01,realli like amazon,2
d30d0333-7c3e-4f43-ad16-d5bbc305a295,favorit site shop,1
04f06434-6180-4c28-8e76-f6b74bb2bb52,easi,1
0db88c29-5839-417d-97a9-0209f339d165,great servic,2
58e36a0f-3ae6-48bc-8110-3293100b8d00,great experi use amazon,2
e8c5a628-59d0-47cd-9be0-f4626266a037,excel servic never problem order return love amazon thank amazon excel servic,2
68a6d98d-26bc-410e-bf39-e7368c9c91f3,awesom life hack,1
13b6c4e7-acf7-4238-98b1-4ccb4c6ffad1,like,2
f6f525a2-6191-4c87-b7f5-8332c590d74d,absolut useless app uninstal access amazon account everyth need via log regular web page phone includ especi sell someth sell app complet useless goe android paypal ebay app theyr useless ive uninstal access site phone web browser,0
b142f3b4-c6ca-4603-adc8-8f9f6e4d61f9,good,2
53e9a2da-5f80-4eb9-b6b4-7f1a63a54119,cant get rid old phone number cant log,2
6665c224-7450-439c-90d0-d85833de84ce,amazon new na amazon household name societi evolv globalloc ecommerc provid,2
58c0ad26-bff7-40bd-b0ec-3f1df3b57b7e,good,2
8394cd0f-ca43-4601-971a-d7eee5003e76,greatest,2
aa834db1-d99a-4b11-a45c-d985ca8c1c3a,couldnt sign amazon account new phone number old email keep go cyrcal,0
f6d21b1d-7c35-4e93-b9ef-596455303ee7,use goto app shop that case anymor search result almost never give actual look full cheap knockoff garbag ship almost alway late ive gotten damag use product care count use best place price convinc find use retail store pickup use amazon,2
343dff1b-d0e7-43b8-aedb-b41ad684da3c,good,2
c083ffea-2469-467e-bef9-f0f9d3c670db,lousi custom servic,1
46bb24ae-49da-4141-a5c7-8348fea10e4b,check cricket suppli like buy noth avail,2
6ffa6458-f908-474a-aa82-36ed439f5402,best shop fastest deliveri ever thank amazon,2
04b8cb83-30b5-454f-8725-467fa4ea4095,rufu useless,0
3b3e0e6e-216f-4ad1-bd5a-063b1b19805b,south africa option less,1
87971d04-9e08-401f-a8c0-d00f7bd853b0,want buy book said free postag checkout ask postag that free also item quit pricey seller make larger profit site pay postag mislead never use,2
6cf615f0-c671-4edf-a141-6ebc261aae80,su place secretli exclud custom pay full price prime elig prime ship amazon went cheap,2
67974eb4-eaa1-4d50-9140-9088a72e478b,dont need,1
fde6c468-0c40-40b9-968f-91c6f5cf831b,fake deliveri time constant struggl get item time,0
f28ed8cf-d15a-4956-af10-778656f68e58,everyth ya need fingertip,1
7816c76f-a18e-459a-a3b6-dfdb07217954,dont want forc updat softwar,0
aba1f4ec-206e-413c-a735-cd3db5466e24,lv,1
af8f4ff8-99b6-43cf-8572-d85bd10c3738,great site,2
f3bc5fd4-c628-440f-aa50-e49923a851b8,recent place first order amazon left quebec terribl experi instead attempt deliv packag simpli took back ask pick canada post deliveri attempt noticejust unnecessari hassl what point pay home deliveri go pick extrem disappoint servic amazon deliveri montreal becom unreli doubt ill order,0
b8007ba4-ee7d-4c30-85ba-9606d228227f,awesom deal,1
5761b96f-004a-4aa3-9a7f-5f3e867587b8,pretti darn good littl confus navig non shop featur much dont suggest correct except dont make custom servic option readili access gon na doc star,2
323f8ea9-4889-48a3-9791-aa7a57092f46,amazon shop get rid mum pop shop put local busi busi,2
83905bda-6add-479c-9ca5-97573655598b,good,2
57607295-3b8c-4393-b77d-b95586649d3d,bad custom servic ban talk reason also app problem vodaphon cashegypt didnt tri fix app bug discuss custom servic mislead somehow doubl problem enough today,0
b38e3bb6-2d31-4f75-a578-3c8bf16f179b,amazon alright way contact amazon call cant access live chat problem chat,2
6cefbb83-35d9-46a4-9d92-899ceb4103d0,good,2
be1cfd93-cee4-4eee-ba1d-b6b0454c53f5,someth wrong latest updat app isnt work show item cart noth actual,0
ec755775-87d0-49f3-b264-46c06b85cdda,conveni reliabl easi use,1
5cd2984b-e0f0-4349-b8e0-2e7486cdd8b9,noth like first becam member theyv consist deliv late wait vital car part never got last novemb middl hurrican basic strand absolut help custom support liter one offer gift card rectifi thing absolut ban compani entir,2
2253c642-ca18-454b-ab03-bf5d823c6d64,bei jedem start erscheint ein abofal die beim falschen wegklicken zu einem prime abo führt da muss nicht sein und entwertet dies app bitt nachbessern,0
49f0c315-b48d-483f-9149-b48ae3355e07,amaz pic bad prefer better,0
b3caa791-6912-4490-8031-d6303957edb2,حبو اوي,1
cae7a2a6-7bf2-439a-b4ad-a602cce18caa,nice alway need,2
a754f0c2-894b-4280-9f85-e0e83ec3a30d,rd parti resel dont proper licens sell charg beyond retail,1
489bfe98-9cc0-41e6-93ca-545c4e707965,wont show order histori everyth show option never dont know bug app,1
20c8b69b-8987-4db1-a8cb-a0c27d1f1cf9,good expier,2
38d4bff8-cee9-47ef-80ae-8100d31e2302,love much thingz,2
dba74a8f-bab7-4494-8a29-cc86ed5604ea,function straight point app,2
b5c9a03c-6b90-436d-ae6f-01c4939d3c80,hate hate new chang want button list order back dont time type search thumb way thru hundr suggest updat make think may buy much amazon use less,0
24dc3b2a-d3f6-45a3-b3c6-a70107b332a4,made account digit purchas reason refus say even fix ever im sure noon happi take money,2
f7274401-0208-4617-b63c-a31d16a37cdd,tri find,1
bd621b18-c510-4bfb-8eda-23974329d068,ive tri delet amazon app reason made order phone got deliveri date amazon didnt show day look order gave anoth deliveri date happen time decid get anyth amazon,2
85b9b553-8a02-49b8-b96b-6d9a26281069,absolut enjoy amazon shop easi payment arriv time return easi fast,2
cefb9ff4-0f96-4c2e-9014-3865f01c3653,exel valu,1
d7d5c0f4-1b84-4748-a61e-e43fd61665e3,new uninstal menu updat without abil revert old menu,1
278b1735-5801-4fd0-a9a9-9ad4899bdacb,work correctli often amazon one would hire,2
5809aeb2-284e-47ea-87df-371d091eeee9,la peor ap solo person tubiero un si grasia,1
eec87b6a-e728-4597-b1c6-73f43180f6dc,price good fast free deliveri,2
c51c5fcd-6225-4c62-b6bc-6fe5d70f22e8,app came preload new devic usual use websit app websit prompt review purchas alreadi review long agoeven year ago cant clear fix pleas annoy contact custom servic worthless matter,0
a89d9e23-e5e9-494e-b5fe-fd3d8e4a192d,good way shop onlin,2
e5c964bc-71d8-4dd3-be8e-2a0fb4fd8315,traah work great use,2
47e54be0-05e5-4268-be12-bfb2cd859c43,love much anymor im still charg prime order via app tell dont amazon prime ill probabl uninstal app ridicul servic constant glitch straight thiev steal money bank report fraud,1
e8c9b6e8-08eb-4be7-ba32-ad4bb518c91b,wait mani year write review amazon gener given full subscript forc corner make app difficult use abl click bottom right corner click order labyrinth click order hard unecessari click dont chang thing sake chang see wast click order order home screen stop wast money,0
0580ade2-7f57-4003-96d7-374d6294feee,wont deliv packag havent gotten day,1
918aa048-84de-4415-9b36-1bc0964cf133,must app start home screen everi time go app even quick switch app research item didnt close start search programm nerd better annoy dont like,0
0eb62954-2989-4252-843d-65359fb8db45,save much ship cost prime subscript,2
06a16039-55d9-4e8f-b094-8aff88779aa7,amazon egypt worst,0
dbd17621-77cc-47f5-81e3-82959b822aab,realli good experi amazon,2
58d36e25-28ef-459f-83fd-56ef948b6156,great deal,2
e72e0352-5eef-4d5e-a962-05d02c8912b2,good,2
d8ae8b63-134f-4f28-a2c6-c80dce898207,good servic,2
e5c359cd-6b71-4486-824e-c38c1ceed80f,alway show error imag could load tri open product imag,0
75f5def8-2e82-497b-98b5-031c5890adbc,amazon best websit ive ever seen empow peopl opportun grow affili program busi strategi buyer love wide rang highqual product fast ship excel custom servic resolv issu understand profession seller amazon transform busi vast custom base support seller tool im grate posit impact life love amazon,2
f20ceec4-1922-45ec-840c-c6b210f16730,app amaz,1
110eebef-2f0d-44ca-a65c-ded97b679b70,fals advertis return subscrib save continu overrid chang despit multipl attempt cancel adjust deliveri,2
5bb555f7-2c4b-472d-9ce1-07f66bcbeb1c,everyth need quick possibl anytim,1
0c10b616-dce6-473f-8bf8-42bb50d9d2b8,highli disappoint custom servic give refund back rude ive custom year end get money back,0
37a77f36-a56a-42fc-a019-04f3e5619d1a,awesom,1
3f85879c-a90e-424d-9585-aa0ddd24eb8b,good qualiti think,2
194bc413-df3b-4b90-a46c-4c3438b0f4a1,orderd item say day diliveri suddenli chang day front orderd birthday scam diliv daya bewar,0
8e7c795a-d88d-48fe-9cdd-0860e0e81419,applic design manipul fals deliveri time inform fast price increas get money app easi use well design,2
77bbd5ec-e43f-42df-8b96-eec0a5331023,amaz person could get use,1
c18333e2-8322-4d09-9d66-21b01019b14c,item rare ever arriv estim time even prime membership item need get rid timer buy get tomorrow caus major time wont fals advertis,1
f1b796ab-dcdb-4fbe-94dc-69eb7edc5ee1,easi use,1
e5f2b8f1-a502-4a29-a8e1-8bafdd808423,glitchingslow problem start go,0
c5b9810d-a69e-44ca-add5-2e1336179b2c,use almost everyday,1
b0845400-f2d0-46e0-99ea-855eba646f78,recent theyv give fals deliveri time ive ny order push back variou time ive order thebitemsbi need anoth site,1
006b8f24-1571-43a6-80f2-3845c59161fb,easi use love app,2
d70e6c16-5eb5-4724-b7e9-1e6317f5386e,buy amazon easi simpl like much help alot,2
a4d6236b-cc03-4008-91c1-a497114754af,cancel order made suspici activ wont even let make purchas,0
a58a82c5-5115-4d06-88ce-b8ccdf0c969c,liter wont charg card everi day get someth tri cancel prime forev ago,0
f17772e9-721e-43d7-9948-25af32737934,good applic could add dark mode would nice,2
38543c7c-e6c9-4854-b6e3-3c83eeb2d544,decept practic amazon keep paid star review store remov legitim one knew fake review issu store didnt know particip keep product made awar remov legitim lessfavor review,0
e4993f82-e9fb-4bc6-b366-cac979ddc81f,wish didnt requir card pay come home pleas add futur updat,2
204875fc-49b8-4331-aab1-c166aea1fd29,app okay get difficult find valu prime subscript price weirdli differ ident item depend whether use main paid account vs work nonsubscript account app get glitchi often put thing order uncheck cart spladh screen annoy wedg ad shop feel univers agre paid subscript free ad,0
28a9fd8a-efe9-48a1-aff0-d2e27a7d5137,longer open phone,1
e15fe18d-4042-45ad-a643-811acb7cdab4,app wont load way cant search view shop cart tri forc stope app clear data still doesnt work,2
1a25b0e3-24e5-40e7-bf5c-8eaf5cc4b9a4,wrong samsung plu,0
e27eaa44-54d0-4875-a79f-5a6c70b2cc81,make error youll bent abl sort,0
8676eb6b-b5dc-4159-b423-563fdeb7b248,disclaim app pretti good score weight unfairli seem way leav feedback amazon app within app might place amazon care look feedback use amazon canada us us app keep give notif canadian site requir go order chang canada site check notif go back us ive disabl notif activ persist,2
f58df68f-c775-49e7-a31e-fe1511fe6bd6,pay product amount deduct account send new notif payment fail press button amount deduct account mean pay doubl price one product happen twice make use app product cant find app,0
930c7b3c-2d6d-40e9-a621-f8297fc3c0a2,love,2
1a1b79ea-ba03-40e5-bc13-782fb6a1f242,worst,0
3f761ceb-f060-4edd-a48d-e0277a0a4bcf,app good good,2
4e3edc78-f449-43ba-af5b-39c0f6fdddcc,app trash wont allow purchas item money rd th time dome u want trash u go amazon way,2
5731a073-b475-4bc6-897c-730427c185b0,excel servic,2
3d83c22a-3a61-4f57-ac3e-12539bcee2c6,live chat isnt work,1
a061074c-472f-4e9a-aad2-f9de3d5fdae9,nice,2
dc8d2d32-69f0-48c4-af10-3c8b914cbf9c,dont like new home screen,0
305e79f1-fd6e-41fd-9caa-58a0e31d4305,use love amazon keep issu card payment time scan put wrong date redicul card work fine evrywher els,2
1b628a7c-73f3-4de4-8cd3-015a99fc1b44,great price tent,2
9a2bfb8d-01a4-4435-a228-bbc4a719a6db,latest version keep crash everi second close app,0
9602631e-553f-4799-8e7e-bfae56d0e7d4,app work fine lack dark mode realli suck use pick packag otherwis shop phone browser,0
c7ee8e81-c698-40f9-921d-289955419ed2,love everyth amazon shop great item great price plu free ship ya cant beat,2
22a63a0e-8124-41b2-a33b-be8c7fe006d1,amazon scam usual never order week post item happen disgrac,0
548ef352-923b-4ada-b966-1cf3d1be6348,excel servic select,2
17daf834-a2a8-472f-9e37-ffb8a6dace28,buy time,1
fc9946c4-332a-4745-a862-f1c996c1fa82,good love,2
5642f72c-73aa-405b-93b9-86e234d0fc3c,u link account sudden ask thank good secur folder gon na pain sign shop cant use differ account tell two differ app cant buy kindl book shop app kindl read app shouldnt link app,2
f9cc0659-cf1e-4ad1-92ff-ceaf34455f03,goe amazonca inferior version amazon,0
e8296ba3-f806-4b7e-a04c-b33f8f0edb5c,love amazon prime free ship fast deliveri percent recommend,2
5ea3fbd8-1930-4afc-b74a-26c5c6cc5783,great,2
85f917cd-8792-4061-b914-a39f2eb1216f,updat address doesnt switch new address keep deliv packag old address,1
23b983d0-dc10-452e-8635-715475311d40,fantast experi find exactli want matter,2
422050a1-cd8a-4cd2-8608-0745ac38a851,cant open check product damn dog,0
4c134865-c567-485c-a78f-3075061f1c80,item shop cart dont updat properli make chang also process payment sometim app act like order didnt go thru ive updat app still issu,2
d2ae2cf9-75d1-41b4-ada6-bde367b0ac85,app keep crash,0
5caffd27-ab8e-45e2-9f57-c3b193f362e0,uh buy stuff get deliv idk put uh sell stuff get deliv day amazon,2
a354a9c9-42be-49cc-a643-23a49d718bb5,pleas make prohibit driver make earli scan confus,1
da57eaa4-d4a3-4882-b1a5-4f1fabe6555f,amazon mi hija ahi trabajaasi que todo lo joven se la recomiendo,2
cbd49ac8-d747-4dfc-b3c0-70f5e479155c,steal info,0
0217e8ed-581a-436e-adad-920d2af390ec,repeat order amazon delet ridicul terribl compani live hawaii,2
60ab7912-3d28-470c-8780-1596e86dcd86,star easi order rise tax deliveri fee,1
e26e550c-a3ba-4834-b0b9-3d575fee9f87,app kinda ok amazon need help someth cancel item befor ship never got money back use app fire stick payment setup dont trust amazon anymor come order,0
3ff54172-eb03-405a-8521-21ca48a8c35e,prepar reciev use return miss half part contain complet wrong item amazon qualiti control absolut non exist point real low qualiti compani anymor recommend,0
bd40d713-eb8a-4daa-903d-8c76894b1dcd,love,2
c7ac743a-19e8-4e67-82b2-f4273387bdbc,great,2
dd89cd0f-bfe6-4cdb-b2d5-10440f308730,excel,2
b9d7bdb0-5146-44c4-8e5c-06a1d4526255,work fine give want,2
56d14040-82fe-43a8-9720-4a2ea406f5e0,forc peopl log see review disgust,0
f7faaa84-c6d3-4cce-97e8-e9fe77313c75,overnight ship day ship day ship take day yea ill cancel year ebay win one,1
16db5212-81b5-4caa-961b-79d139e6a503,amazon best,2
c937a61b-2032-498d-8981-7c2f48a87a92,love amazon app easili order pop mind deliv quick feel like stop store pick,2
3fc5be06-136f-4a44-8802-7bceb794814d,amazon shop awesom conveni,2
08d9bb24-b810-49cc-8570-162548a43780,far experi redicul outstand jeffb deserv rich qualiti level servic team construct global scale well thought well execut mate,2
1b93cab0-48c6-47ed-9023-64c279506628,cant get anyth deliv time,1
111496df-5205-4028-bdea-f9f3090a2b91,pleas keep notif indic check side amazon cant see order im present track ship estim date instead app weird thing back claim subscrib purchas anoth item couldnt cancel time notifi made awar,2
18ce9d5c-a626-4561-b11c-7a1ba21e50ea,scammer order product day ago cancel tripl price pleas buy even recommend temu,2
04b35653-2b58-46c7-bca1-4deaeef9f453,qualiti amazon packag good keep get wors wors use best fastest could alway count packag deliv time damag everi singl order get either late damag nonsens especi price subscript walmart much better amazon see alway deliv time item arent pack horribl damag subscript price afford,2
c4a6e9d5-9323-406d-9367-f84c6f1d8945,worst app want product order day ago cancel order increas price order time worst servic never buy even temu better,0
71aa0191-bc2d-4a86-81b7-cf5924f5bbce,amaz amazon deal,2
5da436de-03d0-412d-9183-579ab98d1400,turn notif id receiv recommend thing id quit liter bought amazon would want pair trainer happen everi time buy someth get mani push recommend ive got turn notif guess mean deliveri notif im sick death ad day thing ive got dont want want someth ill buy youv gone far,0
2e268724-9289-490a-a65b-d242998f0da8,want abl shop amazon,2
97ea206f-2da2-4e48-9a19-89c3bd41115d,bestest platform time deliveri option return usingbit year use till life eas life zoneamazon,1
f920c957-12d6-4d2d-9351-4c22fa99efb9,good thankyou,2
806af627-a11c-40ce-8362-098a57bab024,good,2
570bb1c4-36ea-4774-b3d6-2fdf8fc0e034,slow ship ask month lol wast hard work money,2
7277ae98-78c9-42b8-b5f9-8bdbc7b29a52,place order two week ago still hasnt ship,1
774c636d-0c89-4e92-9289-8ce96e53ccd0,add dark mode develop option work app,1
9371bad9-2a42-40eb-867c-333152748f19,sold magnet gold amazon approv check,2
3b777473-3c45-49dc-9857-05b0d293fa06,either never get packag get hous week late,1
330ac953-a4a4-497e-bc43-c98c02cdffd1,pleas stop move button around dont know layout your go get feel like direct idea complet mismanag dear god could actual get somebodi team vision hard,2
b0ab1c26-f55d-47d7-b33e-427683aef488,put brows histori back easili access,1
b6a2b68d-32a9-4350-819d-4ade3e6841ed,good shop,2
09de5273-9b94-4903-bd45-81626922ace1,great qualiti great servic,2
805a59ac-6809-42e2-afe3-5be2a3c3ac79,super easi app use prime membership pay highli recommend,2
5ee64227-8760-4ed5-b3d2-e8020bb3d0b3,new layout button make hard navig app,0
4299148c-1be0-4a90-a618-5b25bac892cd,dont need amazon especi,0
eeacdb22-e8e2-406f-b3bf-36c43100d60b,pleas remov popup menu hamburg three line menu popup increas number click navig dont need addit option edit littl pop aggrav get way navig menu remov popup menu,2
6e3073d3-4c46-4fd4-9d86-02dad8a518db,awesom place shop quick,1
5e12441e-48f0-41df-bf13-ba54a53a4e7c,three time receiv differ item order return replac place star review product remov said incorrect unrefund item appropri review amazon catfish scam,0
66bbb549-ef0b-4e51-9a40-763e8f5adadd,funni joke,2
4a119e97-9a97-441e-b0ff-92fa9a461023,conveni,1
44442ef3-73ef-40ad-bfd2-d6ef1d426740,despit restrict notif ship deliveri app still bombard daili pointless push notif seemingli remind exist forget halloween christma way spring shut tell packag deliveri otherwis leav alon,0
0857489a-013e-4f74-bc38-6dc719184a4c,dont like amazon dont want prime pleas stop get money wife account didnt agre made one purchas end next month charg us,0
911081ad-6350-4e57-8abb-608beac15831,compani presum one best world deliveri keep control driver follow simpl deliveri instruct keep pay custom happi deliveri make us order less less ignor like know pay salari done mani complaint custom servic get wors everi time annoy compani volum custom temu look better,2
1d670e43-aa09-4c6b-a51e-23ae85c5d43e,dark mode work,1
8faec13d-6bf0-45c2-9a28-4bb4b1cc4e14,great price,2
d3ed97ae-a16b-46b9-931f-ff49110a45ea,deliveri track avail mani courier compani includ today deliveri yet receiv technic issu third parti accept,2
272e2c9f-8682-4457-a923-8808c6be13ea,suggest widget app phone order show live updat etc realli think would great idea,2
55349c57-e665-4565-824d-827953f03635,prime member sinc servic wors aliexpress dont recommend,0
b6f1c52c-d06d-434d-a1fa-0819cc9e3ca6,quick easi,1
f0e916d3-8208-4b40-a786-95f67f8ae0cf,samsung washer dryer see cant buy suck dont know cant get show amazon need fix problem item app,0
6a97e2b0-acb1-4571-a01d-2348e5dcb948,تجربة زبالة,1
f3b84495-12a4-4c69-bd1e-4f922756a41e,awesom,1
407afa76-4d8f-4e3d-9e22-dc7234bc7817,everi thingiv bought beenpleas,1
5ab62c94-9eed-45d2-bc57-cc4a08503f5f,need need discount schedul repeat order prime free ship got ta love,2
2e0cbe08-ea0c-46e9-81fb-fb39313e5528,الاوردارات بتتاخر و مفيش تعامل و حاجة تقرف اصلا اول اوردر ليا و ياخروه بالشكل ده و اكلمهم يقولولي هيوصل و ماتنيلش وصل حاجة قرف من الاخر,1
a2ed7524-b2b8-4c55-90e2-6fdc41c8d304,fabul shop,1
7c54152c-d017-4b6c-b01b-e717c78d2b10,شركة amazoneg نصابه وبتسجل ان تم توصيل الاوردر وهما مكلموش العميل اصلا وبيحسسوا العميل انه نصاب وميسواش حاجه مع العلم أن العكس احنا اللي السبب ان امازون مصر تفضل موجودة نصابه,1
601029c8-7248-4817-ad72-1e79f04df9f6,alway valu servic amazon provid anymor seem take thing grant day last purchas receiv wrong item time row return time eventu chose accept dont want headach amazon know,2
48431c5b-0a9b-4960-be6c-ad73867599b1,goto shop specialti item,1
80919232-af94-48bb-97f9-35f8f3f1646c,place item cart wasnt sure want keep look deal purchas item cart return item delet search,0
14f4699f-270d-40ba-82ae-4912a4524343,good app,2
65c5ddaf-74e0-46d3-9063-079cf9de7bc0,horribl experi larger screen devic despit show row product dont fit page scroll see compar io version one seem poorli implement,0
82a9a787-5b64-4529-8217-6ec0ba89500c,good,2
9e9c9232-b9f0-4e07-acfb-d390f6c0dc3b,تجربة سيئة لا توصف لأقصي درجة الشركة اصبحت تدار بواسطة بعض البلطجية الذين يفرضون مواعيد توصيل الشحنات للعميل دون اي رقابة من الادارة او متابعة من خدمة العملاء بالاضافة الي فرض كل اللوائح والتعليمات علي العميل دون الالتزام بما يخص الشركة للمرة ال يتم عدم توصيل الشحنة لاسباب تخص سيادة جناب المناديب وعندما اقوم بالغاء الشحنة التي لم تصل اصبح مضطر للانتظار اكثر من اسبوعين عمل لاسترداد المبلغ الذي تم دفعه بواسطة بطاقة debit خصم مباشر وليس credit شركة اصبحت مصيرها الفشل باذن الله,2
25686519-47cc-4ba5-a6cf-ec9b55b10d8d,cool,2
38d188dc-a146-4883-8ea1-e598f99136ea,dark mode,1
9b845c36-27a7-4048-9169-c146faa44731,packag didnt even arriv,1
c5f20bee-61e1-4148-a9ae-39eb82597081,effect safe effici highli recommend,2
281efdfc-50c6-4f31-9531-cd7a00146dd0,like price part car thank,2
068975ce-37f1-4d4c-80e3-fadd20824acc,bad,0
fd2446c9-5c3c-4afc-bc96-cfbfdb58eff7,amazon make simpl ever uniqu idea pop far good,2
307f5fe6-e50c-4e03-9bce-285cfe7d622e,excel,2
27ed0306-890f-4064-ab3d-1ad17af0b2b9,rememb ther middl man find sourc,1
997512f3-431c-4ab1-a290-773b9a259955,anoth updat useless chang quit fix stuff isnt broken pleas leav app alon yall chang yet want see previou order dont need anoth layer choic put back like prior releas find order singl touch tire bs quit tinker app fix broken stuff,2
1b4b5373-4035-4427-81ab-eb987b8c77ae,disappoint dont problem safeti secur made mistak put wrong email amzon account long didnt even rememb password lock account say must contact custom care mistak worst part chat amazon app work take alot credit call toll free number sign get custom servic close account worst ever,0
dafc0c14-a839-464c-8ac2-934d7447a2f1,app run terribl havent realli use want look old order wont load,0
e7ff353e-0474-4728-bb43-3c54670f49ca,give back money amazon card friend told mother couldnt get mo et back either theft theft theft,2
1c3a993b-e6d8-4306-8506-5dfe9870baea,week worst experi amazon ive order watch deliveri attempt fail sent packag dhl pick point give specif address ask time get address reach side place order word spoken custom servic told recheck locat ive done time one week id like respons amazon asap,0
